,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F23,F24,F26,F28,F29,F30,F36,F38
EPHA6,23.495546,23.78823,23.891645,23.857214,24.068995,23.43259,23.742905,23.504698,23.666275,23.714972,23.914804,23.700666,23.675703,23.742956,23.475262,22.526793,23.794647,23.75754,23.970432,22.683397,24.161924,23.508802,23.857758,23.451975,23.50881,23.648735,23.971123,23.69548
BRD2,22.89153,23.89962,23.904655,23.077356,23.402252,23.382761,23.459585,22.649235,24.090513,22.942545,23.562222,23.711697,23.69578,23.74891,23.494614,22.562412,23.806353,23.58927,23.980595,22.723583,22.888971,23.52012,23.87127,23.475105,21.229708,22.874088,23.975153,23.587717
VPS39,22.453768,22.389095,22.476099,22.572329,22.803696,21.787209,22.028677,21.767452,22.000286,22.050938,22.220306,21.983343,21.812798,21.940147,21.619831,20.849518,21.94471,22.0713,22.175694,21.329727,22.35948,21.799816,22.124615,21.757713,21.834759,21.987608,22.228891,22.091475
MTIF2,21.873985,21.654352,21.723969,21.880825,22.109062,20.968481,21.188988,20.917694,21.173172,21.242546,21.392845,21.128222,20.907362,21.067179,20.71655,20.010689,21.050089,21.208534,21.2945,20.600246,21.466547,20.937672,21.260508,20.909462,20.994492,21.166193,21.353565,21.305614
GUCY1A2,22.569685,22.524332,22.621965,22.693607,22.928278,21.93694,22.189924,21.931757,22.15456,22.20294,22.38007,22.149433,21.984945,22.113827,21.79118,21.012293,22.119734,22.228893,22.347738,21.462849,22.520569,21.9522,22.27954,21.916788,21.998337,22.141785,22.390585,22.246227
PEX5,20.148987,19.926828,19.898514,20.206991,20.333149,19.237268,19.484844,18.522104,19.492977,19.63241,19.730719,19.433926,19.34602,19.151262,19.021141,18.173773,18.826502,19.369278,19.441849,18.828884,19.75289,19.227938,19.589256,19.174208,19.254776,19.565485,19.623837,19.731333
DNAJC9,21.834139,21.61597,21.682636,21.842281,22.068527,20.92482,21.149487,20.878529,21.128866,21.205648,21.350042,21.078281,20.857712,21.025593,20.664068,19.957302,21.006977,21.162512,21.250076,20.556934,21.430777,20.904415,21.227173,20.873596,20.954199,21.137196,21.316393,21.272396
KIN,21.11725,22.70597,23.781004,23.75282,23.96641,20.948925,20.147226,23.392578,23.940496,20.992327,21.602425,23.590187,23.573599,23.630304,23.374651,22.443268,23.691587,23.661777,23.861542,22.613403,21.899729,25.078522,24.310463,23.62174,20.18662,22.475712,23.899387,21.692091
TAMM41,19.737421,19.855389,19.799177,19.158884,20.24308,19.167448,19.39781,19.10657,18.517889,18.44066,19.153093,19.254185,17.610172,18.415083,18.798288,18.07971,17.404158,19.264193,18.528608,16.428013,17.488905,19.113989,17.412195,19.058157,17.457258,17.696861,18.327492,19.63289
CHST1,20.12018,19.878963,19.835754,20.161707,20.285187,16.39765,19.422033,16.334286,19.430832,16.775503,19.668182,19.287737,19.043982,17.935453,18.841938,18.11031,18.125202,19.311762,16.830034,18.784983,19.69262,19.164663,19.525225,19.11587,20.685505,17.887691,19.559158,19.675919
RSL1D1,19.099365,19.901814,19.868921,20.183321,20.305904,19.211592,19.457075,17.4434,19.457048,19.356224,18.821924,20.167465,19.6483,18.988983,19.714725,17.602398,20.560356,19.232237,20.41484,18.814625,19.720713,18.428602,19.551935,19.13576,19.221512,19.523922,19.742397,18.802269
FOXC2,21.961143,21.761066,21.834217,21.98142,22.210249,21.076748,21.302279,21.0303,21.28093,21.349478,21.498371,21.237982,21.020615,21.177868,20.83465,20.11633,21.164274,21.328442,21.403198,20.711962,21.582762,21.057217,21.383156,21.030685,21.107922,21.285126,21.469877,21.420303
CACNA1A,20.111032,19.874647,19.824484,20.150381,18.685923,16.76479,16.030243,19.110712,17.400251,17.400202,19.65433,14.886168,17.68936,16.425442,17.813341,16.740976,15.665913,17.53033,17.558275,20.293999,19.67636,18.46845,17.079645,19.103949,19.185505,19.48994,19.547995,19.668472
C1orf216,20.14988,19.938227,19.899807,20.217295,20.343464,19.252542,19.497862,19.197596,19.508522,19.644411,19.744654,19.362915,19.131117,19.357872,18.923603,18.196611,19.310665,19.39114,19.560753,18.837759,19.766394,19.232145,19.594267,19.184017,18.884949,19.570557,19.632605,19.730143
MED12L,22.196936,22.046694,22.128077,22.249414,22.475353,21.390339,21.623556,21.360144,21.598516,21.65705,21.814642,21.570581,21.3713,21.517311,21.183874,20.45138,21.510258,21.665201,21.744051,20.993198,21.916306,21.379808,21.70227,21.345545,21.42812,21.588816,21.798862,21.710243
TMEM173,23.506659,23.798355,23.897411,23.862974,24.076164,23.446066,23.747787,23.50941,23.672712,23.717161,23.91856,23.706152,23.683329,23.744888,23.48177,22.547388,23.79532,23.763947,23.972164,22.695776,24.158512,23.506514,23.862293,23.459932,23.51212,23.65024,23.97097,23.697777
NDEL1,21.960115,21.760475,21.837883,21.986944,22.214085,21.08343,21.309008,21.03722,21.290667,21.360556,21.510778,21.252321,21.038479,21.194143,20.848473,20.128422,21.179165,21.334665,21.420536,20.70807,21.600348,21.069014,21.393082,21.034246,21.117468,21.290434,21.485367,21.421078
ELMOD2,17.908186,17.947529,19.818344,20.145592,20.266169,19.169964,16.500776,19.111826,18.520514,19.55131,17.792614,19.270529,19.020624,17.976635,18.815456,18.092552,19.195263,17.387472,19.275267,18.77172,18.883064,19.279783,18.88743,17.672504,17.876575,19.464418,19.147114,18.087908
CFAP74,20.47081,19.874437,19.820305,20.144085,20.26484,19.184181,19.414225,19.122087,19.425587,20.274626,19.659952,19.274637,18.581636,18.067646,18.876549,17.947243,20.16403,22.131718,19.507568,23.16462,19.671856,19.163528,19.512836,19.101208,19.533817,19.491102,19.544016,19.66148
OGFRL1,20.134096,19.907389,19.862572,20.183062,20.306763,19.214405,19.450869,19.155178,19.459465,19.599802,19.696161,19.303547,17.639685,17.949228,18.862503,18.592478,18.232878,19.33658,18.37926,18.80827,19.711363,19.1841,19.546251,18.748848,19.866217,19.525501,18.850517,20.105122
COX20,20.738438,20.354778,18.825317,20.17562,19.767155,19.244246,19.453804,18.653702,19.468668,19.60463,20.662397,18.114992,20.507925,19.901482,19.999454,18.896994,21.096897,22.731203,20.260078,23.503944,20.012987,18.963587,20.466873,20.00376,19.783943,21.142155,20.644394,19.704329
CASC5,23.517467,23.804516,23.903685,23.870737,24.082823,23.450851,23.752234,23.514107,23.67784,23.723158,23.924486,23.709484,23.6898,23.74975,23.489239,22.555357,23.804546,23.774343,23.976538,22.71159,24.167715,23.517391,23.871836,23.46977,23.520622,23.661638,23.980537,23.708828
AGPAT3,20.130768,18.29356,18.786417,20.165459,20.28856,19.191109,19.434282,18.306791,19.442017,19.583643,19.01612,19.309565,19.060284,19.292555,15.919506,18.12383,19.238642,19.314095,19.496572,18.79035,19.72567,19.208948,19.405088,18.336288,18.253662,18.489632,19.343079,19.340464
LMAN2L,20.09851,19.295946,17.667704,20.123371,20.227852,18.192055,17.948694,19.086155,19.38224,19.521164,17.468336,19.238722,18.778316,18.454067,18.787613,18.64696,19.160723,19.28584,18.537703,17.426634,17.04027,17.226795,17.243689,17.584513,17.710596,16.346828,18.290209,17.410917
TRHDE,21.918987,21.729702,21.800323,21.948168,22.177376,21.055517,21.280825,21.013437,21.264011,21.332796,21.486458,21.220198,20.999245,21.161478,20.811935,20.097673,21.14804,21.305134,21.389994,20.672812,21.567965,21.038797,21.361216,21.00634,21.082355,21.263464,21.455877,21.394886
TOR1A,20.154736,19.944633,19.909666,20.076859,20.353312,19.273355,19.517689,19.220137,20.565176,20.364277,19.764343,19.380669,19.150204,19.368704,18.934763,18.208105,19.320023,19.40375,19.578598,18.846659,19.767473,19.42073,19.670439,18.03889,19.263432,19.555107,19.634556,20.41383
GPC4,20.15989,20.346357,20.562462,20.22124,20.344736,19.737047,19.808283,18.454535,19.544409,19.587997,18.316393,19.372753,20.336733,20.262547,18.930248,18.212831,19.316984,20.282656,18.962772,18.174038,20.613802,19.682055,19.594952,19.734562,19.268002,19.162086,19.636238,18.038612
ARL10,22.379644,22.291815,22.377098,22.47969,22.714878,21.676306,21.916876,21.653288,21.883553,21.93833,22.1049,21.864416,21.683489,21.819906,21.491936,20.735384,21.81143,21.940926,22.052113,21.226585,22.227766,21.674156,21.993958,21.637426,21.715748,21.867981,22.101156,21.981226
CC2D1B,20.090704,17.82415,18.153355,17.137707,20.235044,19.153482,19.381779,19.09532,17.738255,17.612206,19.628666,19.256712,19.004263,19.232924,18.79846,18.082363,19.181183,19.26692,19.43426,15.725799,18.086884,19.184721,18.7465,18.136148,17.279148,18.443537,18.57824,18.24146
PCLO,30.883644,28.046515,25.864426,26.139944,25.623764,19.63153,23.787912,20.486586,20.637135,22.748056,22.079481,23.194712,22.669542,23.570751,23.983755,22.262463,24.975565,25.694666,23.715555,25.722311,19.979519,20.564756,21.927286,20.170277,20.818005,22.981043,20.458559,19.279507
TDGF1,20.122038,20.19528,19.847431,19.815586,20.294634,19.204111,19.44232,19.145819,19.45234,19.592457,19.68303,16.554125,19.059961,17.137762,18.8478,18.132545,19.229729,19.327326,19.486343,18.796413,19.69424,19.165455,19.518705,19.108576,19.203773,16.300869,19.562073,17.831518
SYT6,20.143076,19.910141,19.86552,20.183659,20.306627,19.220886,18.875679,19.15835,19.460014,18.569448,17.601627,19.323172,19.084816,18.658413,18.885042,18.16644,18.523293,19.26049,17.89018,20.81928,18.979546,19.18354,18.523813,19.136692,18.222994,19.520529,18.73915,19.691246
ACAP2,17.990091,19.843363,19.800367,20.129107,20.244986,19.15162,16.715435,19.099026,19.39469,19.54012,19.634449,19.241518,18.989231,19.225449,13.52279,18.05911,14.479582,19.25589,19.425476,15.006625,19.641106,19.333443,19.188108,18.34986,17.965254,18.667118,19.119228,18.569529
TBC1D2,21.893494,21.686567,21.77644,21.917484,22.138767,21.03218,20.905745,21.005827,21.24546,20.770468,19.221155,20.579489,20.874928,20.796041,22.35714,21.280666,23.737297,23.933283,21.81664,22.578535,21.572971,20.35214,21.000198,18.864632,19.909472,20.56172,21.45051,21.400787
MRPL49,20.064272,19.9215,19.887766,20.205545,20.332823,19.773508,19.065527,18.96634,18.818047,19.004549,19.542711,19.40309,19.125366,19.296625,18.770702,16.816462,18.364689,18.55264,19.614363,18.821142,19.747534,19.216587,19.573784,19.16116,19.247913,19.547434,17.26822,19.715672
PIWIL4,20.35903,21.273249,21.333176,21.35899,21.277615,19.490559,22.298925,20.6665,19.750973,21.942575,19.75121,21.266428,22.32018,22.415749,20.969736,18.429276,18.777811,19.629732,21.422894,19.036144,19.582031,18.46829,19.366081,19.36767,20.003416,19.729164,21.117413,19.882488
MRPL38,22.16586,22.013811,22.100847,22.224361,22.451355,21.364899,21.60624,21.335102,21.5729,21.639505,21.799278,21.554396,21.349287,21.498951,21.164211,20.419529,21.496017,21.626984,21.732635,20.958944,21.906914,21.360453,21.689348,21.331314,21.408115,21.576738,21.78434,21.69745
SURF1,22.036173,21.845081,21.92648,22.064238,22.294338,21.176662,21.404146,21.134615,21.380957,21.448061,21.598003,21.34579,21.12933,21.28237,20.945478,20.219707,21.276987,21.433672,21.51408,20.793913,21.692848,21.157204,21.48223,21.126846,21.20624,21.375696,21.576586,21.509296
STMN3,20.111425,19.897482,18.457438,20.170605,20.293068,19.21215,19.45335,19.151516,19.459782,19.598377,19.692394,19.297318,19.061735,19.290392,16.55587,18.12995,16.93675,19.327532,19.488316,18.793156,19.70269,19.180422,19.535624,19.129128,19.207449,19.725088,19.574509,20.305815
GAD2,20.138832,19.906897,19.869688,20.18611,20.30899,19.216696,19.463808,19.162317,19.470926,19.609566,19.706377,19.329548,19.091732,19.32004,18.886572,18.165321,19.278265,19.35128,19.518206,18.815826,19.71813,19.19019,18.351576,19.138199,19.22774,18.489044,19.590874,19.746937
UCHL5,18.696085,19.897938,19.297356,20.183117,20.30303,16.473536,16.059885,19.145952,18.233679,19.59996,19.698627,19.307829,15.696222,19.29435,13.815496,13.914751,19.25231,19.325338,19.502644,18.791262,20.142193,19.567446,19.27201,18.695538,17.952936,19.25012,20.331316,19.305754
RRN3P2,20.664045,19.897861,19.581106,20.136599,19.319653,21.46399,20.579739,19.162281,19.629524,19.879305,18.854673,20.648907,21.42591,20.744337,21.238367,22.390743,22.55882,21.206104,19.50147,24.680763,18.754757,18.21936,19.277828,18.944973,20.397942,19.106245,21.40458,20.33155
C9orf43,20.151772,19.938501,19.904615,20.214708,20.346096,19.250063,19.497301,18.671043,19.506325,19.64511,19.748789,19.624285,18.629837,19.35015,19.618233,18.671175,19.44627,20.036669,19.150152,18.842304,19.579292,19.991842,19.603453,19.549452,19.26784,19.555496,18.967293,20.374216
FMNL1,20.171616,19.962057,19.922983,20.234837,20.363077,18.52724,19.516161,19.222897,18.510817,19.660908,19.761927,19.382948,19.15207,18.67061,18.944353,20.923267,19.32458,19.407858,19.575773,18.8559,19.777376,20.78968,18.967955,19.192856,19.276964,19.575169,19.647211,17.878834
TENM1,23.648401,21.424646,21.750547,21.046482,21.915754,19.29478,20.787462,19.805504,19.867664,20.219042,20.211283,21.949837,20.485449,20.232021,21.03306,18.915924,21.805157,22.146461,22.01133,21.071432,21.24558,21.362942,21.127234,20.68894,20.140835,20.442389,21.59504,21.104918
TULP2,20.216665,20.004137,19.832687,20.281927,20.410767,19.337063,19.589777,19.286997,18.833937,19.724068,19.357521,21.715899,21.507826,19.466982,21.08576,18.888273,21.822124,20.446796,21.698051,18.914606,19.159986,19.132965,19.487726,18.32222,17.99752,19.631737,19.301786,19.572187
KIAA1551,21.909958,21.692787,21.763031,21.917171,22.142965,21.012651,21.227985,20.958092,21.212543,21.281206,21.429686,21.170795,20.947771,21.1106,20.75902,20.03975,21.093943,21.254173,21.332687,20.644592,21.507406,20.979914,21.301266,20.94605,21.033388,21.205502,21.393023,21.341354
MARK3,22.906538,22.988825,23.082947,23.119213,23.34987,22.47903,22.754002,22.497461,22.702795,22.750864,22.933086,22.715078,22.599684,22.698292,22.405224,21.562332,22.732191,22.791212,22.937336,21.904041,23.12012,22.52673,22.85893,22.48055,22.548576,22.696445,22.967888,22.778412
NAT14,22.699905,22.721064,22.815975,22.87995,23.109818,22.171722,22.431955,22.174622,22.393011,22.439102,22.616966,22.39343,22.256222,22.365904,22.057686,21.246586,22.383799,22.462103,22.604826,21.6437,22.783348,22.199495,22.532677,22.158655,22.232674,22.374622,22.642107,22.469097
CFAP43,22.0473,21.862709,21.93583,22.075266,22.30623,21.18387,21.408375,21.141165,21.388985,21.453434,21.604965,21.349234,21.135677,21.28962,20.94864,20.228336,21.278633,21.435968,21.514194,20.805628,21.700083,21.172485,21.496708,21.141829,21.218124,21.391716,21.586641,21.526752
SPTLC1,20.115223,19.878874,19.829752,20.156128,20.271719,18.419424,19.270933,18.637291,19.240353,18.457542,19.659763,19.278175,18.885538,19.26603,16.979176,18.106419,19.203972,19.29563,17.818588,18.785574,17.931215,19.14374,17.968822,19.093996,19.18032,19.476776,17.873152,19.658878
EIF4EBP2,23.22267,23.451555,23.545425,23.537876,23.758726,23.044924,23.34656,23.101803,23.279566,23.327751,23.52417,23.302578,23.255676,23.330753,23.04645,22.131508,23.370497,23.359423,23.56747,22.338827,23.748344,23.104702,23.44989,23.05092,23.114058,23.254242,23.568054,23.306696
MFN2,21.914886,21.69574,21.766907,21.91935,22.146471,21.00764,21.22747,20.954416,21.205492,21.276724,21.42308,21.16644,20.940376,21.10171,20.758238,20.051632,21.091555,21.262102,21.321915,20.648174,21.503876,20.98541,21.307848,20.951584,21.035597,21.209944,21.39622,21.349762
OTUD7B,22.16648,22.002005,22.087528,22.206068,22.440851,21.345013,21.570066,21.303404,21.544697,21.607185,21.761782,21.51856,21.306177,21.453943,21.125,20.393147,21.451239,21.60178,21.684887,20.952793,21.868586,21.336782,21.657618,21.304243,21.381907,21.546946,21.751448,21.679195
MED16,22.38367,20.323887,21.835196,20.789772,21.778887,19.57418,20.473877,20.70191,19.966434,20.754732,20.176222,20.639065,20.403805,20.793434,20.2106,19.497246,20.561798,20.69804,20.80979,20.118694,22.70342,21.481216,21.048477,19.647116,20.825062,20.670149,21.967403,20.296965
PCDH7,21.795195,21.55924,21.62819,21.792957,22.020588,20.873726,21.09375,20.820723,21.074625,21.14925,21.290833,21.024525,20.80204,20.965042,20.614096,19.91292,20.951113,21.112421,21.186451,20.51522,21.366056,20.841875,21.167576,20.814371,20.898445,21.07936,21.257042,21.215475
PDF,21.93642,21.725084,21.79363,21.945414,22.171865,21.042677,21.25839,20.995056,21.244015,21.30892,21.459595,21.200117,20.983187,21.137646,20.79152,20.079123,21.12922,21.290234,21.36472,20.664942,21.543533,21.021336,21.344584,20.988295,21.067127,21.24855,21.433678,21.384665
DNTTIP2,22.447035,22.375002,22.462816,22.554039,22.787058,21.773726,22.01831,21.75432,21.982645,22.036852,22.208035,21.967352,21.796547,21.92714,21.605656,20.833002,21.936123,22.050385,22.158195,21.307953,22.340664,21.788313,22.109062,21.75172,21.818956,21.976088,22.21619,22.088322
DGKH,20.21989,21.583223,20.880644,21.246603,20.430834,21.85904,20.759748,20.002106,21.391363,20.623152,21.291636,20.394215,21.56809,20.831839,19.247347,19.194042,19.236258,20.6168,20.184132,17.944082,19.73675,17.49908,17.624393,18.27701,19.722696,18.731152,17.847284,17.908455
VWA5B2,22.068317,21.891325,21.975674,22.107231,22.342907,21.230316,21.46139,21.192038,21.436033,21.501461,21.656923,21.403145,21.188854,21.344793,21.004896,20.275644,21.33395,21.482822,21.572107,20.840996,21.755781,21.219753,21.545422,21.188614,21.263409,21.437204,21.641665,21.56955
FGD6,22.869316,22.93243,23.025993,23.072592,23.297543,22.406286,22.67371,22.418713,22.632109,22.676529,22.85524,22.635717,22.518156,22.622345,22.316416,21.490063,22.642435,22.701777,22.85622,21.842804,23.040318,22.44799,22.78002,22.406189,22.47249,22.62742,22.889555,22.70776
ANGPTL6,21.69302,21.456226,21.526176,21.701685,21.91504,20.7612,20.98626,20.711788,20.967625,21.045292,21.18436,20.911802,20.684515,20.853065,20.489603,19.79104,20.833065,20.991951,21.077911,20.404985,21.250813,20.723904,21.050097,20.69036,20.784868,20.96643,21.137703,21.107925
SEMA7A,20.117064,19.886713,19.164896,20.17399,20.292212,17.809946,15.984928,19.133152,19.44301,19.586834,18.837788,15.286038,19.046381,19.285543,15.272794,15.443434,19.228228,17.164492,19.480165,18.78154,17.892746,19.178473,19.028793,19.124073,19.202961,17.685602,19.320847,19.478687
XIRP1,23.607105,23.789894,22.908016,23.830427,24.044823,23.410059,22.695415,23.477213,23.110714,23.206726,23.8913,23.67316,23.650406,23.712269,23.445974,22.510372,23.770826,23.727402,23.944942,22.660688,23.947699,22.982197,22.81013,22.383694,21.714458,23.384428,23.491829,23.953758
MORC1,22.086544,21.923037,21.998978,22.134531,22.366133,21.265316,21.494108,21.223763,21.471586,21.53502,21.68928,21.431473,21.233875,21.384579,21.044395,20.316902,21.374687,21.52338,21.610765,20.866123,21.78898,21.251799,21.577179,21.220139,21.296474,21.467503,21.672583,21.590967
SMCHD1,20.13852,19.891796,19.851688,19.403177,18.948824,19.203299,19.440039,19.178665,19.448326,18.052866,19.686949,17.004873,18.506395,18.689718,18.312452,18.889023,19.232664,17.167309,18.260098,18.799826,18.154396,19.172085,19.530754,19.122356,19.202074,17.730137,19.566826,19.687572
